<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20020205,57.20,57.50,56.20,57.20,45949
20020206,57.50,59.30,57.50,59.20,14980
20020207,58.30,59.30,57.70,59.00,15448
20020208,59.00,60.00,58.60,59.20,30268
20020211,59.70,59.80,58.00,58.20,12275
20020212,58.50,58.90,58.00,58.00,54507
20020213,57.50,59.50,57.30,59.50,82835
20020214,59.60,59.60,58.10,58.60,26952
20020215,58.00,59.20,58.00,58.70,17802
20020218,58.00,58.80,57.50,58.00,27723
20020219,58.00,58.00,56.50,56.80,18070
20020220,56.50,58.00,56.50,58.00,10310
20020221,59.30,60.00,57.70,58.00,12652
20020222,57.10,58.60,57.10,58.60,15501
20020225,58.60,62.50,58.10,62.50,64590
20020226,63.50,64.50,63.30,64.50,92982
20020227,63.50,64.10,61.70,62.00,46718
20020228,62.00,62.10,60.50,62.10,26309
20020301,61.30,63.80,61.30,63.80,32536
20020304,66.00,66.20,65.50,65.50,94946
20020305,65.60,66.00,62.20,63.70,34233
20020306,63.00,63.70,62.80,62.90,30521
20020307,63.50,64.70,63.40,64.30,61628
20020308,65.00,65.00,64.20,64.50,39347
20020311,64.00,64.00,62.30,62.60,56764
20020312,62.20,62.50,61.20,61.30,55129
20020313,61.30,62.10,61.10,61.10,83729
20020314,61.80,62.00,60.80,62.00,37481
20020315,62.00,62.00,61.70,62.00,36869
20020318,62.40,62.70,60.90,61.50,5819
20020319,61.00,61.50,60.80,61.40,39853
20020320,60.80,62.00,60.80,61.90,56160
20020321,61.20,61.60,60.80,61.50,33760
20020322,61.20,62.50,61.20,61.60,14614
20020325,61.60,62.00,60.40,61.00,20376
20020326,60.40,61.40,60.00,61.30,13045
20020327,61.30,62.00,61.30,62.00,39144
20020328,62.20,62.50,61.80,62.20,58684
20020402,62.10,62.50,61.10,61.60,19249
20020403,61.00,62.00,61.00,61.70,46073
20020404,61.50,61.50,60.50,61.20,29446
20020405,60.20,61.90,60.20,61.60,29598
20020408,61.20,62.50,61.20,62.00,34103
20020409,62.50,65.40,62.00,64.30,53557
20020410,64.90,65.30,63.70,64.00,56775
20020411,64.40,64.60,63.10,63.10,32658
20020412,63.20,63.60,62.60,63.30,47226
20020415,63.40,63.80,62.80,63.30,41378
20020416,63.40,63.50,63.00,63.20,19295
20020417,63.90,64.80,63.40,64.50,38808
20020418,64.10,64.30,63.20,63.60,16263
20020419,62.30,63.80,62.30,63.40,9509
20020422,62.40,63.00,61.50,62.20,9013
20020423,61.70,62.90,61.70,61.90,8077
20020424,62.00,62.70,61.50,62.20,10038
20020425,61.60,62.30,61.10,62.20,13166
20020426,61.50,63.00,61.50,63.00,20854
20020429,62.90,63.00,62.30,62.30,16362
20020430,62.00,62.50,61.90,62.00,9903
20020502,62.90,62.90,61.50,61.50,9406
20020506,62.00,62.00,60.60,60.70,18634
20020507,60.60,60.70,58.50,59.10,45531
20020508,59.10,60.00,58.60,59.00,24860
20020509,60.40,60.40,59.30,59.80,20606
20020510,59.00,60.00,58.20,60.00,11209
20020513,58.90,59.00,58.00,58.00,13849
20020514,58.40,58.80,56.60,57.60,49307
20020515,57.50,58.00,56.60,56.70,64185
20020516,56.90,59.20,56.70,59.20,125377
20020517,59.80,60.90,58.00,58.60,143835
20020520,59.40,59.40,57.90,58.10,26227
20020521,57.50,59.00,57.50,58.70,28659
20020522,58.90,59.00,58.10,58.40,46572
20020523,57.70,58.20,57.70,58.20,24455
20020524,59.00,59.30,58.20,59.00,21182
20020527,58.30,59.70,58.30,58.90,9285
20020528,58.40,59.40,58.40,58.70,27163
20020529,58.60,58.70,57.80,58.30,24244
20020531,58.30,58.30,56.50,56.50,38377
20020603,57.10,57.80,56.70,57.80,13222
20020604,57.60,57.80,56.80,57.00,23653
20020605,57.00,57.00,56.40,56.50,40746
20020606,56.50,56.80,54.80,55.90,62571
20020607,55.10,55.30,53.40,53.60,93160
20020610,53.50,53.50,52.10,52.40,30277
20020611,52.40,53.20,52.00,52.70,93459
20020612,53.00,53.50,52.30,53.00,56521
20020613,53.20,53.60,52.80,53.00,36559
20020614,53.10,53.10,52.10,52.20,30072
20020617,52.30,54.60,52.30,54.20,51397
20020618,54.10,55.50,54.10,55.20,30480
20020619,54.50,55.50,54.00,55.50,37715
20020620,55.50,55.50,53.00,55.00,63189
20020621,54.80,55.60,54.80,55.00,25934
20020624,55.00,55.40,55.00,55.20,36278
20020625,55.00,55.70,54.60,55.50,29257
20020626,53.70,55.40,53.30,55.00,57146
20020627,55.30,56.90,55.30,56.60,37459
20020628,56.40,57.00,56.00,56.00,39848
20020701,55.30,56.10,55.20,55.20,35119
20020702,55.80,55.80,53.30,54.10,79643
20020703,53.00,53.40,52.50,53.10,78941
20020704,54.00,54.80,53.00,53.20,40945
20020705,51.60,54.20,51.30,53.40,91566
20020708,52.90,54.90,52.90,54.80,66414
20020709,54.90,55.40,54.70,55.30,48298
20020710,55.20,55.70,54.00,54.00,134177
20020711,53.90,53.90,51.60,52.00,54578
20020712,53.60,53.60,50.50,51.10,99196
20020715,50.70,50.70,49.10,49.40,51050
20020716,49.30,49.30,47.40,47.80,68204
20020717,48.50,49.80,47.90,49.80,30081
20020718,50.10,50.50,48.00,49.10,40652
20020719,48.10,48.10,46.10,47.60,40023
20020722,47.50,48.10,46.20,47.20,46303
20020723,47.30,48.40,47.30,47.50,25867
20020724,47.50,48.00,46.00,47.10,101520
20020725,47.50,48.30,46.50,47.00,57838
20020726,47.00,50.00,46.70,49.60,73036
20020729,49.60,49.80,48.70,49.20,28433
20020730,49.50,52.20,49.00,51.10,72361
20020731,50.60,54.30,50.60,52.30,87684
20020801,53.00,54.20,53.00,53.70,41809
20020802,53.00,54.90,53.00,54.10,56990
20020805,54.00,54.40,52.80,53.40,34395
20020806,52.90,53.80,52.80,53.50,37843
20020807,53.40,54.30,52.80,52.80,67347
20020808,52.60,53.40,52.40,53.00,30216
20020809,53.00,53.00,52.40,52.40,45358
20020812,52.30,52.40,51.60,52.00,22897
20020813,54.40,54.40,51.90,52.60,48962
20020814,52.90,53.30,51.80,52.90,52567
20020816,53.00,53.70,53.00,53.10,45812
20020819,53.50,53.50,52.80,53.10,19929
20020820,52.80,53.40,52.80,53.10,16027
20020821,53.20,54.90,53.00,54.60,61511
20020822,54.60,56.40,54.60,56.00,105657
20020823,55.10,56.40,55.10,56.20,47265
20020826,56.40,57.00,55.80,57.00,17139
20020827,56.50,60.30,56.50,60.20,93325
20020828,59.40,59.40,55.50,56.70,75402
20020829,56.10,57.00,55.00,56.00,53969
20020830,55.50,56.30,55.50,56.00,62813
20020902,56.00,56.80,55.50,56.60,21345
20020903,55.20,56.80,54.00,54.70,94306
20020904,54.40,55.00,53.40,54.10,136760
20020905,54.30,55.20,53.80,54.30,38815
20020906,54.00,55.80,54.00,55.50,80531
20020909,54.80,55.70,54.80,55.40,30716
20020910,56.00,56.50,55.20,55.20,87777
20020911,55.60,55.60,53.50,54.70,87420
20020912,55.00,55.00,53.30,54.20,41551
20020913,53.30,54.00,53.30,53.50,28495
20020916,53.50,54.50,53.50,53.70,33035
20020917,54.60,55.00,53.30,53.30,75375
20020918,53.00,53.00,51.10,51.70,79069
20020919,51.50,51.80,51.30,51.60,25919
20020920,53.00,53.50,52.00,53.20,85893
20020923,54.00,54.00,52.60,52.70,15391
20020924,52.70,52.70,51.00,51.40,51427
20020925,51.10,53.20,51.10,52.50,42347
20020926,53.00,53.20,52.40,52.70,16671
20020927,52.70,52.70,50.20,52.00,62205
20020930,51.20,51.20,50.00,50.80,25310
20021001,51.50,51.50,50.60,50.60,4741
20021002,51.70,51.80,50.80,50.80,8784
20021003,51.20,51.30,50.50,51.20,57890
20021004,51.80,52.40,51.30,52.20,55507
20021007,51.70,52.00,51.00,51.10,13506
20021008,51.30,52.00,51.30,51.90,20755
20021009,52.50,52.50,51.70,51.80,10904
20021010,52.50,52.90,51.70,52.80,71796
20021011,53.30,55.50,53.30,54.90,75571
20021014,54.20,57.00,54.10,55.90,78899
20021015,56.90,57.70,56.20,57.70,63716
20021016,57.20,58.60,56.00,57.10,79907
20021017,57.30,57.40,54.10,56.40,35420
20021018,56.00,57.50,56.00,57.30,41320
20021021,57.40,57.90,56.00,57.00,138307
20021022,57.20,57.20,56.70,56.70,52478
20021023,56.80,57.40,56.40,56.40,26220
20021024,56.50,56.80,55.60,56.00,51192
20021025,56.00,56.10,55.20,55.30,21226
20021028,55.70,56.20,55.20,56.20,61853
20021029,56.30,57.40,56.30,56.80,32282
20021030,56.10,56.10,55.10,55.20,40256
20021031,55.30,55.30,54.10,54.10,30268
20021104,55.40,55.40,53.80,53.90,20066
20021105,53.70,53.70,52.20,52.50,98284
20021106,52.90,53.00,50.50,50.50,61280
20021107,51.00,51.50,50.80,51.10,10470
20021108,51.00,51.80,51.00,51.80,6718
20021112,51.90,52.60,51.00,51.30,12135
20021113,51.50,51.70,51.00,51.60,41594
20021114,51.80,52.60,51.60,51.90,54611
20021115,52.00,52.10,51.20,51.20,19124
20021118,51.10,52.00,51.10,51.80,27962
20021119,51.60,52.60,51.20,52.50,50025
20021120,52.10,52.70,52.10,52.50,79898
20021121,53.00,55.00,53.00,55.00,66250
20021122,55.20,56.00,54.60,55.30,85707
20021125,55.20,55.60,54.40,55.60,83713
20021126,54.80,55.40,54.80,55.10,96716
20021127,55.00,55.40,54.10,54.10,25234
20021128,54.10,54.50,53.30,54.10,17502
20021129,54.40,55.00,54.00,54.50,46297
20021202,54.30,55.80,54.30,55.80,31866
20021203,55.00,55.70,54.70,55.30,75346
20021204,55.00,55.30,53.70,53.70,35757
20021205,54.40,55.00,53.90,54.70,35158
20021206,54.70,54.70,53.40,53.70,30106
20021209,53.50,54.10,52.70,53.30,48391
20021210,52.90,53.30,52.40,52.60,20029
20021211,52.90,53.50,52.30,52.50,28863
20021212,52.80,54.00,52.50,53.60,64036
20021213,53.00,53.70,53.00,53.50,14753
20021216,53.60,53.90,53.00,53.00,40006
20021217,53.10,53.10,51.80,52.80,28553
20021218,52.70,52.80,50.80,50.90,120752
20021219,51.00,51.20,48.60,50.40,106742
20021220,50.40,50.40,49.50,49.50,104137
20021223,50.10,50.10,49.60,50.00,26294
20021227,50.30,50.30,49.70,49.70,14303
20021230,50.00,50.00,49.50,49.50,19059
20021231,49.70,50.00,49.10,49.10,11405
20030102,49.10,49.10,47.80,48.00,30954
20030103,49.40,49.80,49.30,49.70,185066
20030106,51.00,51.00,49.40,50.00,60853
20030107,50.40,50.50,49.70,49.70,78299
20030108,49.60,49.90,49.00,49.00,12644
20030109,49.00,49.00,45.80,46.70,148145
20030110,46.90,47.60,45.00,46.50,142268
20030113,47.30,48.10,46.80,47.50,111242
20030114,48.10,49.10,47.50,47.80,196394
20030115,48.00,48.60,47.50,48.20,59604
20030116,48.00,48.00,47.10,47.30,116913
20030117,46.50,47.20,46.20,46.70,60412
20030120,47.10,47.20,46.30,46.90,27974
20030121,47.20,47.80,46.30,46.80,35597
20030122,46.80,46.80,45.00,45.50,172340
20030123,45.70,46.50,45.30,46.00,62069
20030124,46.00,46.00,43.20,44.30,52239
20030127,43.70,43.80,42.30,43.80,70971
20030128,43.30,44.40,43.10,44.00,13503
20030129,43.10,44.00,42.20,44.00,12860
20030130,44.00,45.00,44.00,44.00,15758
20030131,44.00,44.80,43.90,44.80,39601
20030203,45.20,45.50,43.80,44.70,38278
20030204,44.70,45.10,43.70,43.70,108377
20030205,43.60,44.50,43.50,43.90,6104
20030206,44.20,44.20,43.60,43.70,32554
20030207,43.60,44.20,43.60,44.00,19327
20030210,43.90,44.70,43.80,43.80,19367
20030211,44.00,44.70,43.60,43.70,15808
20030212,44.00,44.00,43.10,43.40,3747
20030213,43.30,44.50,43.10,44.50,57079
20030214,44.10,44.50,43.50,43.50,19900
20030217,44.30,44.40,43.30,43.80,51031
20030218,43.40,43.70,42.50,43.10,93167
20030219,43.00,43.30,42.00,42.00,23552
20030220,42.40,42.80,41.20,42.80,46421
20030221,42.40,43.60,42.40,43.10,27011
20030224,43.10,43.50,42.40,42.40,19512
20030225,42.40,42.40,41.20,41.80,63295
20030226,41.90,42.20,41.80,42.00,36935
20030227,41.80,42.90,41.80,42.60,76904
20030228,42.80,43.50,42.50,42.50,35731
20030303,42.80,42.80,42.20,42.20,48306
20030304,42.00,42.00,41.00,41.10,98449
20030305,41.00,41.20,40.60,40.60,52069
20030306,40.50,41.50,40.50,40.50,134468
20030307,40.50,41.20,40.20,41.00,150124
20030310,41.70,43.00,41.60,42.80,68555
20030311,42.00,43.20,41.80,43.00,43497
20030312,42.80,43.00,42.20,42.60,26184
20030313,43.10,44.20,43.00,43.00,89869
20030314,43.70,43.80,42.10,42.10,13630
20030317,41.80,42.10,41.50,41.60,13353
20030318,42.30,43.00,41.50,41.80,66951
20030319,41.90,42.10,41.50,41.60,26119
20030320,42.00,42.00,41.70,41.70,13555
20030321,42.20,43.10,42.20,42.70,34080
20030324,42.50,43.30,42.40,43.00,181586
20030325,42.60,43.20,42.00,42.60,105525
20030326,42.90,43.00,42.40,42.90,92909
20030327,42.50,42.60,42.20,42.50,28859
20030328,42.30,42.30,41.90,42.10,33585
20030331,41.70,42.50,41.30,42.50,12032
20030401,42.70,42.90,41.50,42.20,7899
20030402,42.50,42.70,42.20,42.50,69075
20030403,42.60,45.20,42.20,44.10,300092
20030404,44.00,45.00,43.60,44.50,160510
20030407,45.70,46.20,45.20,45.50,68461
20030408,45.00,45.20,44.50,44.80,93592
20030409,44.70,45.70,44.20,44.90,48876
20030410,44.90,44.90,44.00,44.50,63300
20030411,44.40,44.90,44.20,44.70,32189
20030414,44.20,44.30,43.80,43.80,44525
20030415,43.90,44.00,42.50,42.90,65042
20030416,43.10,43.50,41.80,41.80,64263
20030417,41.70,41.80,41.30,41.50,90323
20030422,41.50,42.00,41.30,41.70,20261
20030423,42.00,42.20,41.50,41.60,76593
20030424,41.60,41.60,40.60,41.00,84074
20030425,41.00,41.50,40.80,40.90,29973
20030428,40.80,41.40,40.80,41.00,29753
20030429,41.40,41.40,40.60,40.60,15150
20030430,40.60,40.90,40.40,40.80,49213
20030502,41.00,41.20,41.00,41.10,121063
20030505,41.50,42.60,41.50,42.10,60386
20030506,42.50,42.90,42.10,42.70,49466
20030507,42.40,42.90,42.20,42.60,140201
20030508,42.70,43.30,42.70,43.00,129819
20030509,42.90,44.40,42.90,43.70,86616
20030512,43.30,43.80,43.00,43.20,21566
20030513,42.50,43.40,42.10,42.80,132757
20030514,42.80,44.60,42.80,44.40,78079
20030515,44.10,44.70,43.40,43.50,57779
20030516,43.80,44.00,43.20,43.20,8429
20030519,43.00,44.40,42.70,44.20,35732
20030520,44.40,45.30,44.40,45.10,112137
20030521,45.00,46.40,44.60,46.40,129159
20030522,46.50,47.60,46.50,47.20,92839
20030523,47.30,47.60,47.10,47.50,151712
20030526,47.50,48.00,47.50,47.90,93292
20030527,47.20,47.50,46.10,46.10,69618
20030528,46.30,47.50,46.30,47.00,42229
20030529,47.00,47.50,46.50,46.50,34664
20030530,46.50,46.80,46.10,46.30,40868
20030602,46.40,46.90,46.10,46.10,45268
